structure,pdb,fv,success,reason_for_failure,location_of_failure
7yz9_B0,7yz9,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7yzi_C0,7yzi,C0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7yzi_D0,7yzi,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7yzi_E0,7yzi,E0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7tp3_H0-L0,7tp3,H0-L0,True,,
7syz_H0-L0,7syz,H0-L0,True,,
7keo_A0-B0,7keo,A0-B0,True,,
7keo_E0-F0,7keo,E0-F0,True,,
7yzj_H0-L0,7yzj,H0-L0,True,,
7s2s_C0,7s2s,C0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7s2s_A0,7s2s,A0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6ltg_A0-B0,6ltg,A0-B0,True,,
6ltg_C0-D0,6ltg,C0-D0,True,,
8idn_H0-L0,8idn,H0-L0,True,,
5x2p_H0-L0,5x2p,H0-L0,True,,
5x2p_J0-K0,5x2p,J0-K0,True,,
8bvs_B0,8bvs,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
8ilx_C0,8ilx,C0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
8ilx_D0,8ilx,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
8irr_N0,8irr,N0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
8irs_E0-E1,8irs,E0-E1,True,,
4ngh_H0-L0,4ngh,H0-L0,True,,
8ihj_S0-S1,8ihj,S0-S1,True,,
8iru_E0-E1,8iru,E0-E1,True,,
8itu_E0-D0,8itu,E0-D0,True,,
8itu_G0-F0,8itu,G0-F0,True,,
8itu_I0-H0,8itu,I0-H0,True,,
6kyz_B0-C0,6kyz,B0-C0,True,,
6kyz_E0-F0,6kyz,E0-F0,True,,
5x2q_H0-L0,5x2q,H0-L0,True,,
5x2q_J0-K0,5x2q,J0-K0,True,,
8bvt_B0,8bvt,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
8iv4_H0-L0,8iv4,H0-L0,True,,
8iv4_A0-B0,8iv4,A0-B0,True,,
8foi_H0-L0,8foi,H0-L0,True,,
8foi_J0-K0,8foi,J0-K0,True,,
6kz0_B0-C0,6kz0,B0-C0,True,,
6kz0_E0-F0,6kz0,E0-F0,True,,
6kz0_H0-I0,6kz0,H0-I0,True,,
6kz0_K0-L0,6kz0,K0-L0,True,,
8ivw_E0-F0,8ivw,E0-F0,True,,
8ivw_H0-I0,8ivw,H0-I0,True,,
8ivw_K0-L0,8ivw,K0-L0,True,,
8ivw_B0-C0,8ivw,B0-C0,True,,
8iys_E0-E1,8iys,E0-E1,True,,
8iw1_S0-S1,8iw1,S0-S1,True,,
8iw4_S0-S1,8iw4,S0-S1,True,,
5t1k_B0-A0,5t1k,B0-A0,True,,
5t1k_D0-C0,5t1k,D0-C0,True,,
5xjm_H0-L0,5xjm,H0-L0,True,,
8j18_S0-S1,8j18,S0-S1,True,,
5yd3_A0-A1,5yd3,A0-A1,True,,
5yd3_C0-C1,5yd3,C0-C1,True,,
5yd3_E0-E1,5yd3,E0-E1,True,,
5yd3_G0-G1,5yd3,G0-G1,True,,
8j1a_S0-S1,8j1a,S0-S1,True,,
8fdc_A0-B0,8fdc,A0-B0,True,,
8j26_B0-A0,8j26,B0-A0,True,,
7xik_H0-L0,7xik,H0-L0,True,,
5i76_B0-A0,5i76,B0-A0,True,,
5i76_D0-C0,5i76,D0-C0,True,,
8jd6_D0-D1,8jd6,D0-D1,True,,
7d5q_C0,7d5q,C0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7d5q_D0,7d5q,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
4hj0_P0-Q0,4hj0,P0-Q0,True,,
4hj0_C0-D0,4hj0,C0-D0,True,,
4hjg_B0-A0,4hjg,B0-A0,True,,
4hjj_H0-L0,4hjj,H0-L0,True,,
4hjj_H1-L1,4hjj,H1-L1,True,,
2vdk_H0-L0,2vdk,H0-L0,True,,
5yd4_A0-A1,5yd4,A0-A1,True,,
5yd4_C0-C1,5yd4,C0-C1,True,,
5yd4_E0-E1,5yd4,E0-E1,True,,
5yd4_G0-G1,5yd4,G0-G1,True,,
8jit_N0,8jit,N0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6k0y_A0-B0,6k0y,A0-B0,True,,
4hk0_A0-B0,4hk0,A0-B0,True,,
4hk0_C0-D0,4hk0,C0-D0,True,,
7bsc_H0-L0,7bsc,H0-L0,True,,
8jrv_H1-L0,8jrv,H1-L0,True,,
8jrv_A0,8jrv,A0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VL'.,VH-VL check
8jrv_A1,8jrv,A1,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
8jrv_H0,8jrv,H0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VL'.,VH-VL check
8jrv_L1,8jrv,L1,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
8jrv_B0,8jrv,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
8juh_A0-A1,8juh,A0-A1,True,,
8juh_C0-C1,8juh,C0-C1,True,,
8ojs_B0-A0,8ojs,B0-A0,True,,
8ojs_H0-L0,8ojs,H0-L0,True,,
7c8v_A0,7c8v,A0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
8opi_A0,8opi,A0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
8ojv_H0-L0,8ojv,H0-L0,True,,
4hk3_J0-N0,4hk3,J0-N0,True,,
8omu_B0,8omu,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7dfp_C0-B0,7dfp,C0-B0,True,,
7xck_A0-B0,7xck,A0-B0,True,,
7xco_M0-N0,7xco,M0-N0,True,,
7xco_H0-L0,7xco,H0-L0,True,,
7xco_O0-P0,7xco,O0-P0,True,,
7xcp_H0-L0,7xcp,H0-L0,True,,
4ma8_H0-L0,4ma8,H0-L0,True,,
4fqv_I0-M0,4fqv,I0-M0,True,,
4fqv_J0-N0,4fqv,J0-N0,True,,
4fqv_H0-L0,4fqv,H0-L0,True,,
7xcz_D0-E0,7xcz,D0-E0,True,,
7xcz_B0-C0,7xcz,B0-C0,True,,
7xd2_D0-J0,7xd2,D0-J0,True,,
7xd2_E0-H0,7xd2,E0-H0,True,,
7xd2_I0-L0,7xd2,I0-L0,True,,
7xda_B0-C0,7xda,B0-C0,True,,
7xda_D0-E0,7xda,D0-E0,True,,
7xdb_D0-E0,7xdb,D0-E0,True,,
7xdb_G0-F0,7xdb,G0-F0,True,,
7xdb_I0-H0,7xdb,I0-H0,True,,
5i19_H0-L0,5i19,H0-L0,True,,
7xdk_F0-G0,7xdk,F0-G0,True,,
7xdk_K0-J0,7xdk,K0-J0,True,,
7xdk_L0-M0,7xdk,L0-M0,True,,
7xdk_D0-E0,7xdk,D0-E0,True,,
7xdk_H0-I0,7xdk,H0-I0,True,,
7xdk_N0-O0,7xdk,N0-O0,True,,
7xdl_K0-J0,7xdl,K0-J0,True,,
7xdl_M0-L0,7xdl,M0-L0,True,,
7xdl_P0-O0,7xdl,P0-O0,True,,
7xdl_E0-D0,7xdl,E0-D0,True,,
7xdl_G0-F0,7xdl,G0-F0,True,,
7xdl_I0-H0,7xdl,I0-H0,True,,
7zg0_G0,7zg0,G0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7zg0_H0,7zg0,H0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7zjl_h0-g0,7zjl,h0-g0,True,,
7zjl_j0-i0,7zjl,j0-i0,True,,
7zjl_l0-k0,7zjl,l0-k0,True,,
7sk8_D0-C0,7sk8,D0-C0,True,,
7sk8_F0-E0,7sk8,F0-E0,True,,
7xh8_B0-C0,7xh8,B0-C0,True,,
4fqy_H0-L0,4fqy,H0-L0,True,,
7xic_E0-F0,7xic,E0-F0,True,,
7xic_H0-I0,7xic,H0-I0,True,,
7xic_K0-L0,7xic,K0-L0,True,,
7xil_H0-L0,7xil,H0-L0,True,,
4fz8_H0-L0,4fz8,H0-L0,True,,
7xj6_E0-D0,7xj6,E0-D0,True,,
7xj6_G0-F0,7xj6,G0-F0,True,,
7xj6_I0-H0,7xj6,I0-H0,True,,
7xj6_K0-J0,7xj6,K0-J0,True,,
7ufn_B0-C0,7ufn,B0-C0,True,,
7ufn_A0-D0,7ufn,A0-D0,True,,
7xj8_G0-F0,7xj8,G0-F0,True,,
7xj8_I0-H0,7xj8,I0-H0,True,,
7xj8_K0-J0,7xj8,K0-J0,True,,
4fze_H0-L0,4fze,H0-L0,True,,
7xj9_G0-F0,7xj9,G0-F0,True,,
7xj9_I0-H0,7xj9,I0-H0,True,,
7xj9_K0-J0,7xj9,K0-J0,True,,
7xjh_N0,7xjh,N0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7xji_N0,7xji,N0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7xjj_S0-S1,7xjj,S0-S1,True,,
8w86_A0-B0,8w86,A0-B0,True,,
8w86_E0-F0,8w86,E0-F0,True,,
7xjk_E0-E1,7xjk,E0-E1,True,,
7xk9_B0,7xk9,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7xkd_N0,7xkd,N0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7xke_N0,7xke,N0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7t6v_E0-E1,7t6v,E0-E1,True,,
7xkf_N0,7xkf,N0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
4g3y_H0-L0,4g3y,H0-L0,True,,
7xl1_A0,7xl1,A0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7xl1_B0,7xl1,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
4qgy_B0,4qgy,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
4qgy_A0,4qgy,A0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7xlt_H0-L0,7xlt,H0-L0,True,,
7xms_S0-S1,7xms,S0-S1,True,,
7xmt_S0-S1,7xmt,S0-S1,True,,
7xmx_E0-F0,7xmx,E0-F0,True,,
7xmx_K0-L0,7xmx,K0-L0,True,,
7xmx_H0-I0,7xmx,H0-I0,True,,
7xmz_D0-E0,7xmz,D0-E0,True,,
7xmz_H0-L0,7xmz,H0-L0,True,,
7xmz_G0-I0,7xmz,G0-I0,True,,
7xod_X0-Y0,7xod,X0-Y0,True,,
7xod_U0-V0,7xod,U0-V0,True,,
7xod_R0-S0,7xod,R0-S0,True,,
7xod_T0,7xod,T0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7xod_Z0,7xod,Z0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7xod_W0,7xod,W0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7xou_N0,7xou,N0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7xov_N0,7xov,N0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7xow_E0-E1,7xow,E0-E1,True,,
4g5z_H0-L0,4g5z,H0-L0,True,,
7xox_E0-E1,7xox,E0-E1,True,,
7xp4_N0,7xp4,N0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6gdg_E0,6gdg,E0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6cmo_H0-L0,6cmo,H0-L0,True,,
5fcu_H0-L0,5fcu,H0-L0,True,,
6w4y_A0-B0,6w4y,A0-B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VL-VL'.,VH-VL check
6gfe_H0-L0,6gfe,H0-L0,True,,
6gfe_K0-M0,6gfe,K0-M0,True,,
5ihl_E0,5ihl,E0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5ihl_B0,5ihl,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5ihl_G0,5ihl,G0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5ihl_I0,5ihl,I0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5iq9_A0-B0,5iq9,A0-B0,True,,
5iq9_H0-L0,5iq9,H0-L0,True,,
7k93_G0-G1,7k93,G0-G1,True,,
7k93_I0-I1,7k93,I0-I1,True,,
7k93_K0-K1,7k93,K0-K1,True,,
7k93_E0-E1,7k93,E0-E1,True,,
6gff_L0-K0,6gff,L0-K0,True,,
6gff_N0-M0,6gff,N0-M0,True,,
6w51_M0-N0,6w51,M0-N0,True,,
6w51_Q0-R0,6w51,Q0-R0,True,,
6w51_O0-P0,6w51,O0-P0,True,,
6w51_S0-T0,6w51,S0-T0,True,,
5ilt_H0-L0,5ilt,H0-L0,True,,
6bpc_B0-C0,6bpc,B0-C0,True,,
6bpc_E0-F0,6bpc,E0-F0,True,,
6i6j_C0,6i6j,C0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5i9q_B0-C0,5i9q,B0-C0,True,,
5i9q_H0-L0,5i9q,H0-L0,True,,
5j74_A0-A1,5j74,A0-A1,True,,
5j74_B0-B1,5j74,B0-B1,True,,
6bpd_A0-B0,6bpd,A0-B0,True,,
6w52_H0-L0,6w52,H0-L0,True,,
6w5a_H0-L0,6w5a,H0-L0,True,,
6gg0_H0-L0,6gg0,H0-L0,True,,
7k9h_H0-L0,7k9h,H0-L0,True,,
7k9h_I0-M0,7k9h,I0-M0,True,,
7c95_D0-C0,7c95,D0-C0,True,,
7c95_B0-A0,7c95,B0-A0,True,,
5k8a_H0-L0,5k8a,H0-L0,True,,
5k8a_V0-M0,5k8a,V0-M0,True,,
5k8a_B0-A0,5k8a,B0-A0,True,,
5k8a_F0-E0,5k8a,F0-E0,True,,
6ghg_A0-B0,6ghg,A0-B0,True,,
6ghg_H0-L0,6ghg,H0-L0,True,,
5itb_H0-L0,5itb,H0-L0,True,,
7kzx_D0-C0,7kzx,D0-C0,True,,
7kzx_F0-E0,7kzx,F0-E0,True,,
6lfx_A1-A0,6lfx,A1-A0,True,,
8eqf_H0-L0,8eqf,H0-L0,True,,
7k9i_H0-L0,7k9i,H0-L0,True,,
6hdc_A0,6hdc,A0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7d5z_P0-O0,7d5z,P0-O0,True,,
7d5z_D0-C0,7d5z,D0-C0,True,,
7d5z_H0-G0,7d5z,H0-G0,True,,
7d5z_L0-K0,7d5z,L0-K0,True,,
5e1a_A0-B0,5e1a,A0-B0,True,,
6heq_A0,6heq,A0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6x07_B0,6x07,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
4xp9_H0-L0,4xp9,H0-L0,True,,
6w5d_H0-L0,6w5d,H0-L0,True,,
6w5d_A0-B0,6w5d,A0-B0,True,,
6w7s_H0-L0,6w7s,H0-L0,True,,
8jim_S0-S1,8jim,S0-S1,True,,
7xsw_H0-L0,7xsw,H0-L0,True,,
7xsw_A0-B0,7xsw,A0-B0,True,,
5hyq_B0-A0,5hyq,B0-A0,True,,
5hyq_D0-C0,5hyq,D0-C0,True,,
6w7y_H0-L0,6w7y,H0-L0,True,,
6w7y_A0-B0,6w7y,A0-B0,True,,
5i1h_H0-L0,5i1h,H0-L0,True,,
6btj_A0-B0,6btj,A0-B0,True,,
6btj_H0-L0,6btj,H0-L0,True,,
6x08_K0,6x08,K0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6by3_A0-B0,6by3,A0-B0,True,,
5dmj_B0,5dmj,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5dmj_E0,5dmj,E0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5dmj_G0,5dmj,G0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6waq_C0,6waq,C0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6waq_A0,6waq,A0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6gjq_H0,6gjq,H0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6gjq_B0,6gjq,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6gjq_D0,6gjq,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6gjq_F0,6gjq,F0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7k9j_H0-L0,7k9j,H0-L0,True,,
7k9j_I0-M0,7k9j,I0-M0,True,,
7k9j_J0-N0,7k9j,J0-N0,True,,
7k9k_H0-L0,7k9k,H0-L0,True,,
5yy4_A0-A1,5yy4,A0-A1,True,,
4nyl_H0-L0,4nyl,H0-L0,True,,
4nyl_A0-B0,4nyl,A0-B0,True,,
4nyl_C0-D0,4nyl,C0-D0,True,,
4nyl_E0-F0,4nyl,E0-F0,True,,
4nzr_H0-L0,4nzr,H0-L0,True,,
4nzt_H0-L0,4nzt,H0-L0,True,,
4o02_H0-L0,4o02,H0-L0,True,,
4o4y_H0-L0,4o4y,H0-L0,True,,
4o51_H0-L0,4o51,H0-L0,True,,
4o51_B0-A0,4o51,B0-A0,True,,
4o51_D0-C0,4o51,D0-C0,True,,
4o51_F0-E0,4o51,F0-E0,True,,
4o58_H0-L0,4o58,H0-L0,True,,
4o5i_M0-N0,4o5i,M0-N0,True,,
4o5i_O0-P0,4o5i,O0-P0,True,,
4o5i_Q0-R0,4o5i,Q0-R0,True,,
4o5i_U0-V0,4o5i,U0-V0,True,,
4o5i_W0-X0,4o5i,W0-X0,True,,
4o5i_S0-T0,4o5i,S0-T0,True,,
4o5l_H0-L0,4o5l,H0-L0,True,,
4o9h_H0-L0,4o9h,H0-L0,True,,
4ob5_H0-L0,4ob5,H0-L0,True,,
4ocl_C0,4ocl,C0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
4ocl_F0,4ocl,F0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
4ocm_C0,4ocm,C0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
4ocm_F0,4ocm,F0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
4od2_B0-A0,4od2,B0-A0,True,,
5mo9_H0-L0,5mo9,H0-L0,True,,
5mp1_H0-L0,5mp1,H0-L0,True,,
5mp1_C0-D0,5mp1,C0-D0,True,,
5mp1_F0-G0,5mp1,F0-G0,True,,
5mp1_J0-K0,5mp1,J0-K0,True,,
5mp2_C0,5mp2,C0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5mp2_D0,5mp2,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5n7b_H0-H1,5n7b,H0-H1,True,,
5n7w_A0-B0,5n7w,A0-B0,True,,
5n7w_H0-L0,5n7w,H0-L0,True,,
5n88_H0,5n88,H0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5n88_A0,5n88,A0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5nb5_H0-L0,5nb5,H0-L0,True,,
5nb5_I0-M0,5nb5,I0-M0,True,,
5nbl_F0,5nbl,F0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5nbl_E0,5nbl,E0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5nbm_F0,5nbm,F0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5nbm_E0,5nbm,E0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5nbw_B0-A0,5nbw,B0-A0,True,,
5nbw_H0-L0,5nbw,H0-L0,True,,
5ngv_H0-L0,5ngv,H0-L0,True,,
5nh3_H0-L0,5nh3,H0-L0,True,,
5nh3_I0-M0,5nh3,I0-M0,True,,
5nhr_H0-L0,5nhr,H0-L0,True,,
5nhr_A0-B0,5nhr,A0-B0,True,,
5nhw_H0-L0,5nhw,H0-L0,True,,
5niv_B0-A0,5niv,B0-A0,True,,
5nj3_C0-D0,5nj3,C0-D0,True,,
5nj3_E0-F0,5nj3,E0-F0,True,,
5nj6_H0-L0,5nj6,H0-L0,True,,
5njd_V0-U0,5njd,V0-U0,True,,
5njd_N0-M0,5njd,N0-M0,True,,
5njd_P0-O0,5njd,P0-O0,True,,
5njd_R0-Q0,5njd,R0-Q0,True,,
5njd_T0-S0,5njd,T0-S0,True,,
5njd_X0-W0,5njd,X0-W0,True,,
5njg_C0-D0,5njg,C0-D0,True,,
5njg_E0-F0,5njg,E0-F0,True,,
6h06_A0-B0,6h06,A0-B0,True,,
6h06_H0-L0,6h06,H0-L0,True,,
6h06_C0-D0,6h06,C0-D0,True,,
6h06_E0-F0,6h06,E0-F0,True,,
6h0e_H0-L0,6h0e,H0-L0,True,,
6h0e_E0-F0,6h0e,E0-F0,True,,
6h0e_A0-B0,6h0e,A0-B0,True,,
6h0e_C0-D0,6h0e,C0-D0,True,,
6h15_C0,6h15,C0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6h15_D0,6h15,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6h2y_H0-L0,6h2y,H0-L0,True,,
6h5n_C0-B0,6h5n,C0-B0,True,,
6h5n_F0-E0,6h5n,F0-E0,True,,
6h6y_E0,6h6y,E0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6h6y_F0,6h6y,F0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6h6y_H0,6h6y,H0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6h6y_G0,6h6y,G0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6h6z_D0,6h6z,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6h6z_C0,6h6z,C0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6h70_C0,6h70,C0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6h70_D0,6h70,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6hco_D0-C0,6hco,D0-C0,True,,
6hco_F0-E0,6hco,F0-E0,True,,
6hd8_A0,6hd8,A0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6hd9_A0,6hd9,A0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6hda_A0,6hda,A0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6hga_H0-L0,6hga,H0-L0,True,,
6hgu_A0-B0,6hgu,A0-B0,True,,
6hgu_H0-L0,6hgu,H0-L0,True,,
6hhc_H0-L0,6hhc,H0-L0,True,,
6hhd_D0,6hhd,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6hhd_B0,6hhd,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6hhu_G0,6hhu,G0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6hhu_H0,6hhu,H0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
4jg1_H0-L0,4jg1,H0-L0,True,,
4jha_H0-L0,4jha,H0-L0,True,,
4jhw_H0-L0,4jhw,H0-L0,True,,
4jj5_B0-A0,4jj5,B0-A0,True,,
4jkp_H0-L0,4jkp,H0-L0,True,,
4jlr_H0-L0,4jlr,H0-L0,True,,
4jlr_A0-B0,4jlr,A0-B0,True,,
4jm2_D0-C0,4jm2,D0-C0,True,,
4jm2_A0-B0,4jm2,A0-B0,True,,
4jm4_H0-L0,4jm4,H0-L0,True,,
4jo1_I0-M0,4jo1,I0-M0,True,,
4jo1_H0-L0,4jo1,H0-L0,True,,
4jo2_H0-L0,4jo2,H0-L0,True,,
4jo2_I0-M0,4jo2,I0-M0,True,,
4jo3_I0-M0,4jo3,I0-M0,True,,
4jo3_H0-L0,4jo3,H0-L0,True,,
4jo4_H0-L0,4jo4,H0-L0,True,,
4jo4_I0-M0,4jo4,I0-M0,True,,
4jpi_A0-B0,4jpi,A0-B0,True,,
4jpi_H0-L0,4jpi,H0-L0,True,,
4jpk_H0-L0,4jpk,H0-L0,True,,
4jpv_H0-L0,4jpv,H0-L0,True,,
4jpw_H0-L0,4jpw,H0-L0,True,,
4jqi_H0-L0,4jqi,H0-L0,True,,
4jr9_H0-L0,4jr9,H0-L0,True,,
4jre_B0-C0,4jre,B0-C0,True,,
4jre_H0-L0,4jre,H0-L0,True,,
4jvp_A0-B0,4jvp,A0-B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH-VH'.,VH-VL check
4jy4_B0-A0,4jy4,B0-A0,True,,
8bcz_H0-L0,8bcz,H0-L0,True,,
8bcz_C0-D0,8bcz,C0-D0,True,,
8bcz_E0-F0,8bcz,E0-F0,True,,
8bcz_A0-B0,8bcz,A0-B0,True,,
4jy5_H0-L0,4jy5,H0-L0,True,,
4jy6_B0-A0,4jy6,B0-A0,True,,
4jy6_D0-C0,4jy6,D0-C0,True,,
4jzj_A0-B0,4jzj,A0-B0,True,,
4jzj_H0-L0,4jzj,H0-L0,True,,
4jzn_A0-B0,4jzn,A0-B0,True,,
4jzn_C0-D0,4jzn,C0-D0,True,,
4jzn_I0-P0,4jzn,I0-P0,True,,
4jzo_A0-B0,4jzo,A0-B0,True,,
4jzo_D0-E0,4jzo,D0-E0,True,,
4jzo_C0-F0,4jzo,C0-F0,True,,
4jzo_G0-H0,4jzo,G0-H0,True,,
1za3_B0-A0,1za3,B0-A0,True,,
1za3_H0-L0,1za3,H0-L0,True,,
4llu_A0-B0,4llu,A0-B0,True,,
4llu_C0-D0,4llu,C0-D0,True,,
4llv_A0-B0,4llv,A0-B0,True,,
4llv_C0-D0,4llv,C0-D0,True,,
4llv_E0-F0,4llv,E0-F0,True,,
4llv_H0-L0,4llv,H0-L0,True,,
8fat_A0-B0,8fat,A0-B0,True,,
8fat_C0-D0,8fat,C0-D0,True,,
5ocx_H0-L0,5ocx,H0-L0,True,,
4k2u_H0-L0,4k2u,H0-L0,True,,
4k2u_I0-M0,4k2u,I0-M0,True,,
4k3d_I0-M0,4k3d,I0-M0,True,,
4k3d_H0-L0,4k3d,H0-L0,True,,
4k3e_H0-L0,4k3e,H0-L0,True,,
4k3e_I0-M0,4k3e,I0-M0,True,,
4k3g_A0,4k3g,A0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VL'.,VH-VL check
4k3g_B0,4k3g,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VL'.,VH-VL check
