structure,resolution_high,abangle_HL_outlier,abangle_HC1_outlier,abangle_HC2_outlier,abangle_LC1_outlier,abangle_LC2_outlier,abangle_dc_outlier,cdrh3_high,cdr_high,rare_species,exclude
3aaz_A0-B0,False,False,False,False,False,False,False,False,False,False,False
3aaz_H0-L0,False,False,False,False,False,False,False,False,False,False,False
4gxu_Q0-R0,False,False,False,False,False,False,False,False,False,False,False
4gxu_U0-V0,False,False,False,False,False,False,False,False,False,False,False
4gxu_W0-X0,False,False,False,False,False,False,False,False,False,False,False
4gxu_M0-N0,False,False,False,False,False,False,False,False,False,False,False
4gxu_O0-P0,False,False,False,False,False,False,False,False,False,False,False
4gxu_S0-T0,False,False,False,False,False,False,False,False,False,False,False
6v8z_D0-E0,False,False,False,False,False,False,True,False,False,False,True
6v8z_J0-K0,False,False,False,False,False,False,True,False,False,False,True
6v8z_P0-Q0,False,False,False,False,False,False,True,False,False,False,True
6v8z_C0-F0,False,False,False,False,False,False,False,False,False,False,False
6v8z_I0-L0,False,False,False,False,False,False,False,False,False,False,False
6v8z_O0-R0,False,False,False,False,False,False,False,False,False,False,False
6vzi_D0-E0,False,False,False,False,False,False,False,False,False,False,False
6vzi_H0-L0,False,False,False,False,False,True,False,False,False,False,True
6w03_D0-E0,False,False,False,False,False,False,False,False,False,False,False
6w03_H0-L0,False,False,False,False,True,True,False,False,False,False,True
6wix_D0-E0,False,False,False,False,False,False,False,False,False,False,False
6wix_H0-L0,False,False,False,False,False,True,False,False,False,False,True
6x1w_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7kmd_A0-E0,False,False,False,False,False,False,False,False,False,False,False
7kmd_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7lx2_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7lx2_N0-M0,False,False,False,False,False,False,False,False,False,False,False
7lx2_P0-O0,False,False,False,False,False,False,False,False,False,False,False
7lx3_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7lx3_N0-M0,False,False,False,False,False,False,False,False,False,False,False
7lx3_P0-O0,False,False,False,False,False,False,False,False,False,False,False
7lxm_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7lxm_N0-M0,False,False,False,False,False,False,False,False,False,False,False
7lxm_P0-O0,False,False,False,False,False,False,False,False,False,False,False
7lxn_H0-L0,True,False,False,False,False,False,False,False,False,False,True
7lxn_I0-M0,True,False,False,False,False,False,False,False,False,False,True
7lxn_J0-N0,True,False,False,False,False,False,False,False,False,False,True
7mw6_D0-E0,False,False,False,False,False,False,False,False,False,False,False
7mw6_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7mw6_F0-G0,False,False,False,False,False,False,False,False,False,False,False
7t92_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7ucf_D0-E0,True,False,False,False,False,False,False,False,False,False,True
7ucf_H0-L0,True,False,False,False,False,False,False,False,False,False,True
7ucg_D0-E0,False,False,False,False,False,False,False,False,False,False,False
7ucg_C0-F0,False,False,False,False,False,False,False,False,False,False,False
7ucg_N0-O0,False,False,False,False,False,False,False,False,False,False,False
7ucg_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7ucg_J0-K0,False,False,False,False,False,False,False,False,False,False,False
7ucg_Q0-R0,False,False,False,False,False,False,False,False,False,False,False
7ugn_G0-J0,False,False,False,False,False,False,False,False,False,False,False
7ugn_H0-K0,False,False,False,False,False,False,False,False,False,False,False
7ugn_I0-L0,False,False,False,False,False,False,False,False,False,False,False
7ugn_N0-Q0,False,False,False,False,False,False,True,False,False,False,True
7ugn_O0-R0,False,False,False,False,False,False,True,False,False,False,True
7ugn_M0-P0,False,False,False,False,False,False,True,False,False,False,True
7ugo_M0-P0,True,False,False,False,False,False,True,False,False,False,True
7ugo_N0-Q0,True,False,False,False,False,False,True,False,False,False,True
7ugo_O0-R0,True,False,False,False,False,False,True,False,False,False,True
7ugo_G0-J0,True,False,False,False,False,False,False,False,False,False,True
7ugo_H0-K0,True,False,False,False,False,False,False,False,False,False,True
7ugo_I0-L0,True,False,False,False,False,False,False,False,False,False,True
7ugp_M0-P0,True,False,False,False,False,False,False,False,False,False,True
7ugp_N0-Q0,True,False,False,False,False,False,False,False,False,False,True
7ugp_O0-R0,True,False,False,False,False,False,False,False,False,False,True
7ugp_G0-J0,True,False,False,False,False,False,False,False,False,False,True
7ugp_H0-K0,True,False,False,False,False,False,False,False,False,False,True
7ugp_I0-L0,True,False,False,False,False,False,False,False,False,False,True
7ugq_G0-J0,False,False,False,False,False,False,False,False,False,False,False
7ugq_H0-K0,False,False,False,False,False,False,False,False,False,False,False
7ugq_I0-L0,False,False,False,False,False,False,False,False,False,False,False
7ugq_M0-P0,False,False,False,False,False,False,False,False,False,False,False
7ugq_N0-Q0,False,False,False,False,False,False,False,False,False,False,False
7ugq_O0-R0,False,False,False,False,False,False,False,False,False,False,False
7uoj_H0-L0,True,False,False,False,False,False,False,False,False,False,True
7uoj_D0-E0,True,False,False,False,False,False,False,False,False,False,True
7uoj_K0-M0,True,False,False,False,False,False,False,False,False,False,True
7uoj_h0-l0,True,False,False,False,False,False,False,False,False,False,True
7uoj_d0-e0,True,False,False,False,False,False,False,False,False,False,True
7uoj_k0-m0,True,False,False,False,False,False,False,False,False,False,True
7uov_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7uov_D0-E0,False,False,False,False,False,False,False,False,False,False,False
7uov_F0-G0,False,False,False,False,False,False,False,False,False,False,False
7uov_S0-T0,False,False,False,False,False,False,False,False,False,False,False
7uov_O0-P0,False,False,False,False,False,False,False,False,False,False,False
7uov_Q0-R0,False,False,False,False,False,False,False,False,False,False,False
8ady_H0-L0,True,False,False,False,False,False,False,False,False,False,True
8ady_Q0-S0,True,False,False,False,False,False,False,False,False,False,True
8bf0_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8e1p_H0-L0,True,False,False,False,False,False,False,False,False,False,True
8e1p_F0-I0,True,False,False,False,False,False,False,False,False,False,True
8e1p_N0-O0,True,False,False,False,False,False,False,False,False,False,True
8e1p_B0-A0,True,False,False,False,False,False,False,False,False,False,True
8e1p_D0-C0,True,False,False,False,True,False,False,False,False,False,True
8e1p_K0-J0,True,False,False,False,True,False,False,False,False,False,True
8ecz_H0-L0,False,False,False,False,False,False,False,False,False,True,True
8ecz_B0-A0,False,False,False,False,False,False,False,False,False,True,True
8fa7_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8fb5_A0-B0,False,False,False,False,False,False,False,False,False,False,False
8fb5_C0-D0,False,False,False,False,False,False,False,False,False,False,False
8fb5_E0-F0,False,False,False,False,False,False,False,False,False,False,False
8fb5_G0-H0,False,False,False,False,False,False,False,False,False,False,False
8fb7_A0-B0,False,False,False,False,False,False,False,False,False,False,False
8fb7_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8fba_A0-B0,False,False,False,False,False,False,False,False,False,False,False
8fba_C0-D0,False,False,False,False,False,False,False,False,False,False,False
8sg1_E0-E1,False,False,False,False,False,False,False,False,False,False,False
8t9y_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7fab_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7qt3_A0-B0,False,False,False,False,False,False,False,False,False,False,False
7qt3_C0-D0,False,False,False,False,False,False,False,False,False,False,False
7qt4_A0-B0,False,False,False,False,False,False,False,False,False,False,False
7qti_G0-H0,False,False,False,False,False,False,False,False,False,False,False
7qti_B0-C0,False,False,False,False,False,False,False,False,False,False,False
7qti_I0-J0,False,False,False,False,False,False,False,False,False,False,False
7qti_F0-E0,False,False,False,False,False,False,False,False,False,False,False
7qtj_B0-C0,True,False,False,False,False,False,False,False,False,False,True
7qtj_F0-E0,True,False,False,False,False,False,False,False,False,False,True
7qtk_B0-C0,True,False,False,False,False,False,False,False,False,False,True
7qu1_A0-B0,False,False,False,False,False,False,False,False,False,False,False
7qu2_A0-B0,False,False,False,False,False,False,False,False,False,False,False
7quh_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7qvm_S0-S1,False,False,False,False,False,False,False,False,False,False,False
7qxc_HHH0-LLL0,False,False,False,False,False,False,False,False,False,False,False
7qxd_HHH0-LLL0,False,False,False,False,False,False,False,False,False,False,False
7qxd_KKK0-MMM0,False,False,False,False,False,False,False,False,False,False,False
7qxe_HHH0-LLL0,False,False,False,False,False,False,False,False,False,False,False
7qxe_KKK0-MMM0,False,False,False,False,False,False,False,False,False,False,False
7r0c_D1-D0,True,False,False,False,False,False,False,False,False,False,True
7r0j_D1-D0,True,False,False,False,False,False,False,False,False,False,True
7r58_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7r6w_A0-B0,False,False,False,False,False,False,False,False,False,False,False
7r6w_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7r7n_H0-L0,True,False,False,False,False,False,False,False,False,False,True
7r87_C0-D0,False,False,False,False,False,False,False,False,False,False,False
7r88_C0-D0,False,False,False,False,False,False,False,False,False,False,False
7r89_C0-D0,False,False,False,False,False,False,False,False,False,False,False
7r8a_C0-D0,False,False,False,False,False,False,False,False,False,False,False
7r8b_C0-D0,False,False,False,False,False,False,False,False,False,False,False
7r8l_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7r8l_C0-D0,False,False,False,False,False,False,False,False,False,False,False
7r8m_D0-E0,False,False,False,False,False,False,False,False,False,False,False
7r8m_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7r8n_H0-L0,True,False,False,False,False,False,False,False,False,False,True
7r8n_M0-N0,True,False,False,False,False,False,False,False,False,False,True
7r8n_O0-P0,True,False,False,False,False,False,False,False,False,False,True
7r8o_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7r8o_M0-N0,False,False,False,False,False,False,False,False,False,False,False
7r8o_O0-P0,False,False,False,False,False,False,False,False,False,False,False
7ra3_E0-E1,False,False,False,False,False,False,False,False,False,False,False
7ra7_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7ra7_A0-B0,False,False,False,False,False,False,False,False,False,False,False
7ra8_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7ra8_C0-D0,False,False,False,False,False,False,False,False,False,False,False
7ra8_F0-G0,False,False,False,False,False,False,False,False,False,False,False
7rai_J0-N0,False,False,False,False,False,False,False,False,False,False,False
7rai_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7rai_I0-M0,False,False,False,False,False,False,False,False,False,False,False
7raj_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7ran_E0-E1,False,False,False,False,False,False,False,False,False,False,False
7rbt_E0-E1,False,False,False,False,False,False,False,False,False,False,False
7rbu_H0-L0,True,False,False,False,False,False,False,False,False,False,True
7rbv_h0-l0,True,False,False,False,False,False,False,False,False,False,True
7rbv_H0-L0,True,False,False,False,False,False,True,False,False,False,True
7tb8_D0-E0,False,False,False,False,False,False,False,False,False,False,False
7tb8_F0-G0,False,False,False,False,False,False,False,False,False,False,False
7tb8_J0-K0,False,False,False,False,False,False,False,False,False,False,False
7tb8_H0-L0,False,False,False,False,False,False,False,False,False,False,False
